audio_filename,motion_dirname
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389/RGM410/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389/RGM410
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/XSR954/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/XSR954
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/PAR842/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/PAR842
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/QZX685/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/QZX685
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/PUI857/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Getting_ready_in_the_morning--148921-157928/PUI857
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/XSR954/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/XSR954
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/PAR842/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/PAR842
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/QZX685/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/QZX685
datasets/training_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/PUI857/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389.wav,datasets/training_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Doing_chores_together--112397-121389/PUI857
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/CKG723/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/CKG723
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/AHW276/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/AHW276
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/MGP178/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/MGP178
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/MWA611/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--167685-176384/MWA611
datasets/training_dataset/audio/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Going_out--182054-189403/XVR313/audio_separated/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Going_out--182054-189403.wav,datasets/training_dataset/smplx/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Going_out--182054-189403/XVR313
datasets/training_dataset/audio/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Going_out--182054-189403/AGQ255/audio_separated/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Going_out--182054-189403.wav,datasets/training_dataset/smplx/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Going_out--182054-189403/AGQ255
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/AVL958/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/AVL958
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/ZVV024/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/ZVV024
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/APU795/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/APU795
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/BST815/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Wedding--057272-062371/BST815
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/JWC621/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/JWC621
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/EUI309/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/EUI309
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/AVA216/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/AVA216
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/UIG832/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--119782-121884/UIG832
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/LZN677/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/LZN677
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/FGT288/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/FGT288
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/KCO073/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/KCO073
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/KDT344/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Playing_a_Game_--061125-062624/KDT344
datasets/training_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/CKG723/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787.wav,datasets/training_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/CKG723
datasets/training_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/EGJ844/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787.wav,datasets/training_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/EGJ844
datasets/training_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/PZA883/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787.wav,datasets/training_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/PZA883
datasets/training_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/UBT089/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787.wav,datasets/training_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--094538-096787/UBT089
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/CKG723/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/CKG723
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/GQM807/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/GQM807
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/MRJ778/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/MRJ778
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/AXN146/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Group_Trip--209290-212889/AXN146
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/IKF796/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/IKF796
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/NOC230/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/NOC230
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/KIY374/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/KIY374
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/DTH895/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Group_of_people_sharing_stories_around_campfire--093544-094440/DTH895
datasets/training_dataset/audio/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/CRU017/audio_separated/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631.wav,datasets/training_dataset/smplx/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/CRU017
datasets/training_dataset/audio/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/DSP345/audio_separated/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631.wav,datasets/training_dataset/smplx/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/DSP345
datasets/training_dataset/audio/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/ATM352/audio_separated/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631.wav,datasets/training_dataset/smplx/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/ATM352
datasets/training_dataset/audio/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/NMT542/audio_separated/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631.wav,datasets/training_dataset/smplx/c--20250115--1431--CRU017--ATM352--DSP345--NMT542--pilot--MotionPrior--DAYLIFE_Casual_hangout--134930-137631/NMT542
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/LZN677/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/LZN677
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/FGT288/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/FGT288
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/KCO073/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/KCO073
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/KDT344/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--DAYLIFE_Indoor_Dinner_party--141186-145235/KDT344
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/IKF796/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/IKF796
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/NOC230/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/NOC230
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/KIY374/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/KIY374
datasets/training_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/DTH895/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823.wav,datasets/training_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Bachelor_party--112830-121823/DTH895
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/SNF112/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/SNF112
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/FZR584/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/FZR584
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/AYI006/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/AYI006
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/NPD266/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Getting_ready_for_bed--021386-022735/NPD266
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/SNF112/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/SNF112
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/FZR584/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/FZR584
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/AYI006/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/AYI006
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/NPD266/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--ACTING_Theater_reenactment_competition--000126-009124/NPD266
